;total_pacotes;total_pacotes_icmp;total_pacotes_udp;total_pacotes_tcp;maior_pacote;menor_pacote;soma_pacotes;total_ips_origem;total_ips_destino;porta_origem_mais_frequente;porta_destino_mais_frequente;has_bot
0;4;0;0;0;94;64;346;2;2;0.0;0.0;0
1;0;0;0;0;0;0;0;0;0;0.0;0.0;0
2;31;0;0;18;342;60;2832;8;8;0.0;0.0;0
3;6;4;0;0;130;60;456;3;4;0.0;0.0;1
4;28;0;0;12;223;60;2938;6;8;0.0;0.0;0
5;3;0;0;0;342;203;756;2;2;0.0;0.0;0
6;2;0;0;0;211;64;275;2;2;0.0;0.0;0
7;1;0;0;0;203;203;203;1;1;0.0;0.0;0
8;2;0;0;0;211;64;275;2;2;0.0;0.0;0
9;0;0;0;0;0;0;0;0;0;0.0;0.0;0
10;23;0;0;12;342;64;2310;4;6;0.0;0.0;0
11;31;0;0;27;203;60;2349;5;6;0.0;0.0;0
12;14;0;0;8;94;60;1028;5;5;0.0;0.0;0
13;0;0;0;0;0;0;0;0;0;0.0;0.0;0
14;1;0;0;0;64;64;64;1;1;0.0;0.0;0
15;10;4;0;6;72;60;648;2;2;0.0;0.0;1
16;1;0;0;0;64;64;64;1;1;0.0;0.0;0
17;8;0;0;2;66;60;492;3;3;0.0;0.0;0
18;7;0;0;4;112;64;614;2;2;0.0;0.0;0
19;23;0;0;17;203;60;2001;3;4;0.0;0.0;0
20;22;0;0;14;94;60;1510;7;7;0.0;0.0;0
21;9;4;0;0;342;72;1006;4;4;0.0;0.0;1
22;2;0;0;0;64;60;124;2;2;0.0;0.0;0
23;0;0;0;0;0;0;0;0;0;0.0;0.0;0
24;7;0;0;6;64;60;424;3;3;0.0;0.0;1
25;8;8;0;0;72;72;576;2;2;0.0;0.0;1
26;3;0;0;2;64;62;188;2;2;0.0;0.0;0
27;1;0;0;0;462;462;462;1;1;0.0;0.0;0
28;5;4;0;0;72;64;352;3;3;0.0;0.0;1
29;3;0;0;0;94;94;282;1;1;0.0;0.0;0
30;1;0;0;0;64;64;64;1;1;0.0;0.0;0
31;5;0;0;0;342;94;718;2;2;0.0;0.0;0
32;1;0;0;0;64;64;64;1;1;0.0;0.0;0
33;4;4;0;0;72;72;288;2;2;0.0;0.0;1
34;1;0;0;0;64;64;64;1;1;0.0;0.0;0
35;1;0;0;0;203;203;203;1;1;0.0;0.0;0
36;1;0;0;0;64;64;64;1;1;0.0;0.0;0
37;0;0;0;0;0;0;0;0;0;0.0;0.0;0
38;4;0;0;0;94;64;346;2;2;0.0;0.0;0
39;14;0;0;14;60;60;840;1;5;0.0;0.0;0
40;7;0;0;4;89;60;532;3;3;0.0;0.0;0
41;4;0;0;0;94;94;376;1;1;0.0;0.0;0
42;2;0;0;0;64;60;124;2;2;0.0;0.0;0
43;4;0;0;0;60;60;240;2;2;0.0;0.0;0
44;1;0;0;0;64;64;64;1;1;0.0;0.0;0
45;0;0;0;0;0;0;0;0;0;0.0;0.0;0
46;1;0;0;0;64;64;64;1;1;0.0;0.0;0
47;2;0;0;0;110;110;220;1;1;0.0;0.0;0
48;4;0;0;0;94;64;346;2;2;0.0;0.0;0
49;0;0;0;0;0;0;0;0;0;0.0;0.0;0
50;6;0;0;0;462;64;902;3;3;0.0;0.0;0
51;0;0;0;0;0;0;0;0;0;0.0;0.0;0
52;12;4;0;6;72;60;772;4;4;0.0;0.0;1
53;0;0;0;0;0;0;0;0;0;0.0;0.0;0
54;1;0;0;0;64;64;64;1;1;0.0;0.0;0
55;0;0;0;0;0;0;0;0;0;0.0;0.0;0
56;1;0;0;0;64;64;64;1;1;0.0;0.0;0
57;7;0;0;0;94;60;522;3;3;0.0;0.0;0
58;5;4;0;0;72;64;352;3;3;0.0;0.0;1
59;0;0;0;0;0;0;0;0;0;0.0;0.0;0
60;5;0;0;0;94;64;440;2;2;0.0;0.0;0
61;0;0;0;0;0;0;0;0;0;0.0;0.0;0
62;11;8;0;2;72;64;772;4;4;0.0;0.0;1
63;0;0;0;0;0;0;0;0;0;0.0;0.0;0
64;1;0;0;0;64;64;64;1;1;0.0;0.0;0
65;8;4;0;4;72;60;528;2;2;0.0;0.0;1
66;3;0;0;2;66;64;196;2;2;0.0;0.0;0
67;3;0;0;0;94;94;282;1;1;0.0;0.0;0
68;1;0;0;0;64;64;64;1;1;0.0;0.0;0
69;24;0;0;16;1042;66;5088;3;3;0.0;0.0;1
70;25;4;0;15;914;64;4152;3;3;0.0;0.0;1
71;8;0;0;5;150;66;968;2;2;0.0;0.0;1
72;4;0;0;2;64;60;248;3;3;0.0;0.0;0
73;2;0;0;1;134;134;268;1;1;0.0;0.0;0
74;5;0;0;3;150;64;496;3;3;0.0;0.0;1
75;0;0;0;0;0;0;0;0;0;0.0;0.0;0
76;14;0;0;4;150;60;1286;6;6;0.0;0.0;1
77;4;0;0;3;150;78;456;2;2;0.0;0.0;1
78;3;0;0;1;134;64;332;2;2;0.0;0.0;0
79;16;0;0;10;134;66;1408;3;3;0.0;0.0;1
80;2;0;0;0;462;64;526;2;2;0.0;0.0;0
81;0;0;0;0;0;0;0;0;0;0.0;0.0;0
82;2;0;0;0;64;60;124;2;2;0.0;0.0;0
83;0;0;0;0;0;0;0;0;0;0.0;0.0;0
84;1;0;0;0;64;64;64;1;1;0.0;0.0;0
85;0;0;0;0;0;0;0;0;0;0.0;0.0;0
86;4;0;0;0;94;64;346;2;2;0.0;0.0;0
87;0;0;0;0;0;0;0;0;0;0.0;0.0;0
88;5;4;0;0;72;64;352;3;3;0.0;0.0;1
89;4;0;0;0;94;94;376;1;1;0.0;0.0;0
90;1;0;0;0;64;64;64;1;1;0.0;0.0;0
91;0;0;0;0;0;0;0;0;0;0.0;0.0;0
92;5;0;0;0;92;64;400;3;3;0.0;0.0;0
93;0;0;0;0;0;0;0;0;0;0.0;0.0;0
94;5;4;0;0;72;64;352;3;3;0.0;0.0;1
95;0;0;0;0;0;0;0;0;0;0.0;0.0;0
96;10;0;0;0;146;64;1066;2;2;0.0;0.0;0
97;0;0;0;0;0;0;0;0;0;0.0;0.0;0
98;13;4;0;0;98;64;1120;4;4;0.0;0.0;1
99;4;4;0;0;72;72;288;2;2;0.0;0.0;1
100;1;0;0;0;64;64;64;1;1;0.0;0.0;0
101;4;4;0;0;72;72;288;2;2;0.0;0.0;1
102;2;0;0;0;64;60;124;2;2;0.0;0.0;0
103;1;0;0;0;462;462;462;1;1;0.0;0.0;0
104;1;0;0;0;64;64;64;1;1;0.0;0.0;0
105;3;0;0;0;94;94;282;1;1;0.0;0.0;0
106;1;0;0;0;64;64;64;1;1;0.0;0.0;0
107;8;4;0;0;94;72;664;3;3;0.0;0.0;1
108;1;0;0;0;64;64;64;1;1;0.0;0.0;0
109;0;0;0;0;0;0;0;0;0;0.0;0.0;0
110;3;0;0;2;74;64;212;2;2;0.0;0.0;0
111;2;0;0;2;74;74;148;1;1;0.0;0.0;0
112;2;0;0;0;64;60;124;2;2;0.0;0.0;0
113;2;0;0;2;74;74;148;1;1;0.0;0.0;0
114;1;0;0;0;64;64;64;1;1;0.0;0.0;0
115;7;0;0;0;94;60;522;3;3;0.0;0.0;0
116;5;0;0;0;94;64;440;2;2;0.0;0.0;0
117;2;0;0;2;74;74;148;1;1;0.0;0.0;0
118;1;0;0;0;64;64;64;1;1;0.0;0.0;0
119;6;0;0;6;60;60;360;2;2;0.0;0.0;1
120;1;0;0;0;64;64;64;1;1;0.0;0.0;0
121;4;4;0;0;60;60;240;2;2;0.0;0.0;1
122;1;0;0;0;64;64;64;1;1;0.0;0.0;0
123;0;0;0;0;0;0;0;0;0;0.0;0.0;0
124;4;0;0;0;94;64;346;2;2;0.0;0.0;0
125;10;4;0;6;72;60;648;2;2;0.0;0.0;1
126;7;0;0;2;94;64;588;3;3;0.0;0.0;0
127;0;0;0;0;0;0;0;0;0;0.0;0.0;0
128;1;0;0;0;64;64;64;1;1;0.0;0.0;0
129;0;0;0;0;0;0;0;0;0;0.0;0.0;0
130;1;0;0;0;64;64;64;1;1;0.0;0.0;0
131;5;4;0;0;462;72;750;3;3;0.0;0.0;1
132;2;0;0;0;64;60;124;2;2;0.0;0.0;0
133;0;0;0;0;0;0;0;0;0;0.0;0.0;0
134;59;0;0;32;2787;60;11440;7;7;0.0;0.0;0
135;40;0;0;28;416;60;4634;2;2;0.0;0.0;0
136;13;8;0;0;94;64;1016;4;4;0.0;0.0;1
137;0;0;0;0;0;0;0;0;0;0.0;0.0;0
138;1;0;0;0;64;64;64;1;1;0.0;0.0;0
139;4;4;0;0;72;72;288;2;2;0.0;0.0;1
140;1;0;0;0;64;64;64;1;1;0.0;0.0;0
141;8;0;0;4;74;60;536;4;4;0.0;0.0;1
142;6;0;0;4;74;60;420;4;4;0.0;0.0;0
143;20;0;0;14;1042;60;6896;2;2;0.0;0.0;1
144;483;4;0;224;3500;60;128252;12;12;0.0;0.0;1
145;196;0;0;103;1484;60;43042;8;9;0.0;0.0;1
146;689;0;0;410;2914;60;349848;10;10;0.0;0.0;0
147;18;0;0;7;145;60;1644;6;7;0.0;0.0;0
148;5;0;0;3;150;64;496;3;3;0.0;0.0;1
149;12;0;0;12;60;60;720;3;3;0.0;0.0;0
150;7;0;0;4;150;64;764;3;3;0.0;0.0;1
151;4;0;0;0;145;145;580;1;1;0.0;0.0;0
152;7;0;0;5;134;64;620;3;3;0.0;0.0;1
153;6;0;0;5;118;66;500;2;2;0.0;0.0;1
154;14;0;0;10;94;60;982;6;6;0.0;0.0;1
155;408;0;0;229;2974;60;101364;13;13;0.0;0.0;0
156;635;0;0;475;2914;60;161760;11;10;0.0;0.0;0
157;1294;0;0;883;3101;60;684812;18;17;0.0;0.0;0
158;505;0;0;372;3010;60;372442;14;10;0.0;0.0;1
159;18;0;0;14;145;60;1456;4;4;0.0;0.0;0
160;5;0;0;4;66;64;328;3;2;0.0;0.0;0
161;24;0;0;24;60;60;1440;4;4;0.0;0.0;0
162;30;4;0;18;1484;60;6966;8;7;0.0;0.0;1
163;33;0;0;30;94;66;2262;3;2;0.0;0.0;0
164;13;0;0;8;94;60;956;6;5;0.0;0.0;0
165;20;0;0;20;66;60;1248;5;5;0.0;0.0;0
166;19;0;0;13;230;60;2024;4;4;0.0;0.0;0
167;28;0;0;28;66;60;1764;4;4;0.0;0.0;0
168;88;4;0;62;2580;60;14498;9;9;0.0;0.0;1
169;0;0;0;0;0;0;0;0;0;0.0;0.0;0
170;7;0;0;6;66;64;460;3;2;0.0;0.0;0
171;2;0;0;2;66;66;132;1;1;0.0;0.0;0
172;14;8;0;4;72;60;964;6;5;0.0;0.0;1
173;7;0;0;0;94;94;658;2;1;0.0;0.0;0
174;5;0;0;4;66;60;316;3;3;0.0;0.0;0
175;28;4;0;20;145;60;2144;8;9;0.0;0.0;1
176;7;0;0;6;66;60;436;4;4;0.0;0.0;0
177;26;0;0;26;66;60;1632;3;4;0.0;0.0;0
178;107;0;0;74;1960;60;22656;10;9;0.0;0.0;0
179;0;0;0;0;0;0;0;0;0;0.0;0.0;0
180;5;0;0;0;64;60;304;3;3;0.0;0.0;0
181;5;4;0;0;462;72;750;3;3;0.0;0.0;1
182;16;0;0;0;181;64;2422;4;4;0.0;0.0;0
183;4;0;0;0;94;94;376;1;1;0.0;0.0;0
184;9;0;0;4;243;60;1288;3;4;0.0;0.0;0
185;36;0;0;24;181;60;3540;6;6;0.0;0.0;0
186;9;0;0;8;66;60;556;5;5;0.0;0.0;0
187;24;0;0;24;66;60;1512;3;3;0.0;0.0;0
188;53;0;0;40;181;60;4648;9;10;0.0;0.0;0
189;0;0;0;0;0;0;0;0;0;0.0;0.0;0
190;1;0;0;0;64;64;64;1;1;0.0;0.0;0
191;3;0;0;0;94;94;282;1;1;0.0;0.0;0
192;6;0;0;0;94;60;500;3;3;0.0;0.0;0
193;0;0;0;0;0;0;0;0;0;0.0;0.0;0
194;3;0;0;2;64;60;184;2;2;0.0;0.0;0
195;10;0;0;10;66;60;636;4;4;0.0;0.0;0
196;27;0;0;17;230;60;2620;6;7;0.0;0.0;0
197;22;0;0;22;66;60;1380;3;4;0.0;0.0;0
198;45;0;0;44;66;60;2836;9;8;0.0;0.0;0
199;4;4;0;0;72;72;288;2;2;0.0;0.0;1
200;4;0;0;0;94;64;346;2;2;0.0;0.0;0
201;0;0;0;0;0;0;0;0;0;0.0;0.0;0
202;6;0;0;0;94;60;500;3;3;0.0;0.0;0
203;32;0;0;22;100;60;2584;3;3;0.0;0.0;0
204;31;0;0;20;100;60;2528;5;5;0.0;0.0;0
205;60;4;0;44;100;60;4508;11;11;0.0;0.0;1
206;6;0;0;4;462;60;766;4;4;0.0;0.0;0
207;20;0;0;16;145;60;1576;4;5;0.0;0.0;0
208;156;0;0;112;2463;60;23214;12;13;0.0;0.0;0
209;13;8;0;2;94;60;978;4;4;0.0;0.0;1
210;5;0;0;0;64;60;304;3;3;0.0;0.0;0
211;8;0;0;0;94;60;616;3;3;0.0;0.0;0
212;5;4;0;0;72;64;352;3;3;0.0;0.0;1
213;0;0;0;0;0;0;0;0;0;0.0;0.0;0
214;17;0;0;2;347;64;2672;3;5;0.0;0.0;0
215;104;0;0;63;2974;60;30698;14;14;0.0;0.0;0
216;37;0;0;31;100;60;2594;5;9;0.0;0.0;0
217;16;0;0;16;66;60;996;3;5;0.0;0.0;0
218;64;4;0;56;94;60;4162;11;11;0.0;0.0;1
219;4;0;0;4;60;60;240;2;2;0.0;0.0;0
220;17;0;0;8;100;60;1412;4;4;0.0;0.0;0
221;0;0;0;0;0;0;0;0;0;0.0;0.0;0
222;2;0;0;0;64;60;124;2;2;0.0;0.0;0
223;6;0;0;6;60;60;360;2;2;0.0;0.0;1
224;1;0;0;0;64;64;64;1;1;0.0;0.0;0
225;16;0;0;16;66;60;996;6;6;0.0;0.0;0
226;13;0;0;10;107;64;1000;3;3;0.0;0.0;1
227;32;0;0;27;1042;60;7596;5;5;0.0;0.0;1
228;74;0;0;65;150;60;5446;11;11;0.0;0.0;1
229;10;0;0;8;150;60;828;4;4;0.0;0.0;1
230;5;0;0;0;94;64;440;2;2;0.0;0.0;0
231;6;0;0;4;150;66;700;2;2;0.0;0.0;1
232;4;0;0;1;134;60;392;3;3;0.0;0.0;0
233;4;0;0;3;150;66;432;2;2;0.0;0.0;1
234;1;0;0;0;64;64;64;1;1;0.0;0.0;0
235;26;0;0;24;134;60;1896;8;8;0.0;0.0;1
236;8;4;0;2;462;64;946;4;4;0.0;0.0;1
237;11;0;0;8;94;60;786;4;4;0.0;0.0;0
238;61;0;0;60;66;60;3844;8;8;0.0;0.0;0
239;16;0;0;11;94;60;1146;3;3;0.0;0.0;0
240;1;0;0;0;64;64;64;1;1;0.0;0.0;0
241;0;0;0;0;0;0;0;0;0;0.0;0.0;0
242;5;4;0;0;72;64;352;3;3;0.0;0.0;1
243;0;0;0;0;0;0;0;0;0;0.0;0.0;0
244;11;0;0;6;64;60;664;5;5;0.0;0.0;1
245;16;0;0;16;66;60;996;6;6;0.0;0.0;0
246;12;8;0;0;94;64;922;4;4;0.0;0.0;1
247;8;0;0;8;66;60;504;3;3;0.0;0.0;0
248;63;0;0;62;66;60;3976;8;9;0.0;0.0;0
249;4;0;0;0;94;94;376;1;1;0.0;0.0;0
250;5;4;0;0;72;64;352;3;3;0.0;0.0;1
251;2;0;0;2;66;66;132;1;1;0.0;0.0;0
252;2;0;0;0;64;60;124;2;2;0.0;0.0;0
253;0;0;0;0;0;0;0;0;0;0.0;0.0;0
254;1;0;0;0;64;64;64;1;1;0.0;0.0;0
255;32;4;0;24;100;60;2256;9;9;0.0;0.0;1
256;4;0;0;0;94;64;346;2;2;0.0;0.0;0
257;10;0;0;10;66;60;628;3;4;0.0;0.0;0
258;65;0;0;60;94;60;4220;9;9;0.0;0.0;0
259;0;0;0;0;0;0;0;0;0;0.0;0.0;0
260;19;0;0;17;85;60;1194;5;5;0.0;0.0;1
261;26;0;0;16;100;60;2224;3;3;0.0;0.0;0
262;34;0;0;22;100;60;2708;7;7;0.0;0.0;0
263;33;0;0;20;462;60;3206;6;6;0.0;0.0;0
264;1;0;0;0;64;64;64;1;1;0.0;0.0;0
265;15;0;0;12;94;60;1026;5;5;0.0;0.0;0
266;31;0;0;11;230;60;3444;5;5;0.0;0.0;0
267;22;0;0;20;100;60;1492;6;6;0.0;0.0;1
268;65;0;0;60;94;60;4220;9;9;0.0;0.0;0
269;1;0;0;0;60;60;60;1;1;0.0;0.0;0
270;1;0;0;0;64;64;64;1;1;0.0;0.0;0
271;0;0;0;0;0;0;0;0;0;0.0;0.0;0
272;1;0;0;0;64;64;64;1;1;0.0;0.0;0
273;116;4;0;98;100;60;7874;8;14;0.0;0.0;1
274;57;0;0;43;2974;60;14692;10;11;0.0;0.0;0
275;28;0;0;25;210;60;2164;6;6;0.0;0.0;0
276;1;0;0;0;64;64;64;1;1;0.0;0.0;0
277;4;0;0;0;94;94;376;1;1;0.0;0.0;0
278;59;6;0;27;230;60;5412;11;11;0.0;0.0;1
279;4;4;0;0;72;72;288;2;2;0.0;0.0;1
280;1;0;0;0;64;64;64;1;1;0.0;0.0;0
281;0;0;0;0;0;0;0;0;0;0.0;0.0;0
282;6;4;0;0;72;60;412;4;4;0.0;0.0;1
283;8;4;0;0;72;60;528;4;4;0.0;0.0;1
284;10;0;0;6;94;60;706;4;4;0.0;0.0;1
285;12;0;0;12;66;60;744;4;4;0.0;0.0;0
286;9;4;0;0;94;64;728;4;4;0.0;0.0;1
287;4;0;0;0;60;60;240;2;2;0.0;0.0;0
288;7;0;0;6;66;60;436;4;4;0.0;0.0;0
289;6;0;0;2;149;66;728;2;2;0.0;0.0;0
290;5;0;0;0;149;64;660;2;2;0.0;0.0;0
291;0;0;0;0;0;0;0;0;0;0.0;0.0;0
292;15;8;0;0;462;60;1710;5;5;0.0;0.0;1
293;0;0;0;0;0;0;0;0;0;0.0;0.0;0
294;10;0;0;6;94;60;706;4;4;0.0;0.0;0
295;12;0;0;12;66;60;744;4;4;0.0;0.0;0
296;9;0;0;0;149;64;1036;3;3;0.0;0.0;0
297;0;0;0;0;0;0;0;0;0;0.0;0.0;0
298;5;0;0;4;66;60;316;3;3;0.0;0.0;0
299;0;0;0;0;0;0;0;0;0;0.0;0.0;0
300;1;0;0;0;64;64;64;1;1;0.0;0.0;0
301;0;0;0;0;0;0;0;0;0;0.0;0.0;0
302;1;0;0;0;64;64;64;1;1;0.0;0.0;0
303;3;0;0;0;94;94;282;1;1;0.0;0.0;0
304;5;0;0;0;149;64;660;2;2;0.0;0.0;0
305;16;0;0;12;94;60;1120;5;5;0.0;0.0;0
306;1;0;0;0;64;64;64;1;1;0.0;0.0;0
307;0;0;0;0;0;0;0;0;0;0.0;0.0;0
308;5;0;0;4;66;60;316;3;3;0.0;0.0;0
309;0;0;0;0;0;0;0;0;0;0.0;0.0;0
310;11;4;0;6;72;60;712;3;3;0.0;0.0;1
311;0;0;0;0;0;0;0;0;0;0.0;0.0;0
312;5;0;0;0;94;60;406;3;3;0.0;0.0;0
313;0;0;0;0;0;0;0;0;0;0.0;0.0;0
314;6;0;0;0;462;64;902;3;3;0.0;0.0;0
315;58;0;0;50;100;60;4024;8;8;0.0;0.0;0
316;25;4;0;16;100;60;1812;6;6;0.0;0.0;1
317;42;0;0;34;100;60;3040;5;5;0.0;0.0;0
318;11;0;0;10;66;60;676;5;5;0.0;0.0;1
319;0;0;0;0;0;0;0;0;0;0.0;0.0;0
320;17;8;0;0;149;60;1476;6;6;0.0;0.0;1
321;0;0;0;0;0;0;0;0;0;0.0;0.0;0
322;5;0;0;0;94;60;406;3;3;0.0;0.0;0
323;4;0;0;4;74;74;296;2;2;0.0;0.0;1
324;29;4;0;17;107;60;2224;6;7;0.0;0.0;1
325;44;0;0;35;1042;60;8580;9;9;0.0;0.0;1
326;7;0;0;5;82;64;492;3;3;0.0;0.0;1
327;22;0;0;18;100;60;1580;3;3;0.0;0.0;0
328;61;4;0;43;134;60;4810;8;8;0.0;0.0;1
329;24;0;0;19;150;60;1892;5;5;0.0;0.0;1
330;1;0;0;0;64;64;64;1;1;0.0;0.0;0
331;18;0;0;16;150;60;1420;5;5;0.0;0.0;1
332;14;0;0;8;100;60;1076;4;4;0.0;0.0;0
333;6;0;0;1;134;94;644;2;2;0.0;0.0;0
334;5;0;0;3;150;64;496;3;3;0.0;0.0;1
335;18;0;0;17;85;60;1130;4;4;0.0;0.0;1
336;13;0;0;9;134;64;1164;4;4;0.0;0.0;1
337;8;0;0;7;100;60;572;3;3;0.0;0.0;1
338;1;0;0;0;64;64;64;1;1;0.0;0.0;0
339;6;0;0;6;60;60;360;2;2;0.0;0.0;1
340;7;0;0;4;89;60;532;3;3;0.0;0.0;0
341;0;0;0;0;0;0;0;0;0;0.0;0.0;0
342;5;0;0;0;94;60;406;3;3;0.0;0.0;0
343;4;0;0;0;94;94;376;1;1;0.0;0.0;0
344;1;0;0;0;64;64;64;1;1;0.0;0.0;0
345;0;0;0;0;0;0;0;0;0;0.0;0.0;0
346;1;0;0;0;64;64;64;1;1;0.0;0.0;0
347;13;4;0;6;462;60;1542;5;5;0.0;0.0;1
348;3;0;0;0;90;64;240;2;3;0.0;0.0;0
349;8;0;0;0;223;62;1224;1;3;0.0;0.0;0
350;5;0;0;0;342;64;910;3;4;0.0;0.0;0
351;1;0;0;0;211;211;211;1;1;0.0;0.0;0
352;14;0;0;0;203;60;1581;6;5;0.0;0.0;0
353;1;0;0;0;211;211;211;1;1;0.0;0.0;0
354;5;4;0;0;72;64;352;3;3;0.0;0.0;1
355;6;0;0;6;60;60;360;2;2;0.0;0.0;1
356;2;0;0;0;203;64;267;2;2;0.0;0.0;0
357;9;8;0;0;342;72;918;3;3;0.0;0.0;1
358;1;0;0;0;64;64;64;1;1;0.0;0.0;0
359;0;0;0;0;0;0;0;0;0;0.0;0.0;0
360;1;0;0;0;64;64;64;1;1;0.0;0.0;0
361;11;4;0;0;94;72;946;4;3;0.0;0.0;1
362;3;0;0;2;66;64;196;2;2;0.0;0.0;0
363;0;0;0;0;0;0;0;0;0;0.0;0.0;0
364;2;0;0;0;203;64;267;2;2;0.0;0.0;0
365;14;4;0;2;190;66;1812;4;4;0.0;0.0;1
366;6;0;0;0;342;60;646;4;4;0.0;0.0;0
367;3;0;0;0;158;158;474;1;1;0.0;0.0;0
368;1;0;0;0;64;64;64;1;1;0.0;0.0;0
369;0;0;0;0;0;0;0;0;0;0.0;0.0;0
370;1;0;0;0;64;64;64;1;1;0.0;0.0;0
371;10;0;0;2;462;62;1244;4;3;0.0;0.0;0
372;2;0;0;0;64;60;124;2;2;0.0;0.0;0
373;0;0;0;0;0;0;0;0;0;0.0;0.0;0
374;1;0;0;0;64;64;64;1;1;0.0;0.0;0
375;0;0;0;0;0;0;0;0;0;0.0;0.0;0
376;1;0;0;0;64;64;64;1;1;0.0;0.0;0
377;1;0;0;0;342;342;342;1;1;0.0;0.0;0
378;1;0;0;0;64;64;64;1;1;0.0;0.0;0
379;12;0;0;10;100;60;850;2;2;0.0;0.0;0
380;2;0;0;0;203;64;267;2;2;0.0;0.0;0
381;7;0;0;0;94;94;658;2;1;0.0;0.0;0
382;2;0;0;0;64;60;124;2;2;0.0;0.0;0
383;10;0;0;6;60;60;600;4;4;0.0;0.0;1
384;15;4;0;6;100;60;1204;5;5;0.0;0.0;1
385;0;0;0;0;0;0;0;0;0;0.0;0.0;0
386;23;0;0;9;231;60;2590;4;4;0.0;0.0;0
387;0;0;0;0;0;0;0;0;0;0.0;0.0;0
388;5;0;0;0;64;60;304;3;3;0.0;0.0;0
389;0;0;0;0;0;0;0;0;0;0.0;0.0;0
390;5;4;0;0;72;64;352;3;3;0.0;0.0;1
391;7;0;0;0;94;94;658;2;1;0.0;0.0;0
392;3;0;0;0;342;64;516;3;3;0.0;0.0;0
393;30;0;0;22;1042;66;6252;3;4;0.0;0.0;1
394;33;8;0;11;914;62;5315;4;6;0.0;0.0;1
395;9;0;0;3;462;66;1897;5;5;0.0;0.0;1
396;10;0;0;5;211;60;1087;5;5;0.0;0.0;0
397;11;0;0;9;203;66;1055;3;3;0.0;0.0;1
398;32;4;0;9;230;60;3455;8;8;0.0;0.0;1
399;0;0;0;0;0;0;0;0;0;0.0;0.0;0
400;8;0;0;0;94;64;722;3;2;0.0;0.0;0
401;1;0;0;0;203;203;203;1;1;0.0;0.0;0
402;6;4;0;0;72;60;412;4;4;0.0;0.0;1
403;1;0;0;0;342;342;342;1;1;0.0;0.0;0
404;1;0;0;0;64;64;64;1;1;0.0;0.0;0
405;0;0;0;0;0;0;0;0;0;0.0;0.0;0
406;5;0;0;4;74;64;360;3;3;0.0;0.0;1
407;8;0;0;6;107;66;640;2;2;0.0;0.0;1
408;3;0;0;1;1042;64;2148;2;2;0.0;0.0;0
409;44;0;0;18;1484;66;9861;7;6;0.0;0.0;0
410;55;0;0;35;1083;64;10570;5;5;0.0;0.0;1
411;26;0;0;19;914;60;4570;4;4;0.0;0.0;1
412;13;0;0;6;342;60;1606;5;5;0.0;0.0;1
413;4;0;0;3;166;66;464;2;2;0.0;0.0;1
414;1;0;0;0;64;64;64;1;1;0.0;0.0;0
415;6;0;0;4;150;66;700;2;2;0.0;0.0;1
416;1;0;0;0;64;64;64;1;1;0.0;0.0;0
417;2;0;0;1;134;134;268;1;1;0.0;0.0;0
418;5;0;0;3;150;64;496;3;3;0.0;0.0;1
419;9;0;0;1;134;94;926;3;2;0.0;0.0;0
420;13;0;0;12;118;64;984;3;3;0.0;0.0;1
